,N_hidden,a_train,a_val,c_train,c_val,decay rate,epochs,lam,last_a_train,last_a_val,last_c_train,last_c_val,learning rate,momentum
0,50,"[0.1802, 0.2518, 0.2792, 0.2991, 0.3222]","[0.1718, 0.2369, 0.2621, 0.2868, 0.3038]","[2.31503293894639, 2.151876163538287, 2.121975763985431, 2.1079755080225278, 2.0993541125064428]","[2.3265874416559287, 2.172274345848954, 2.144406078583192, 2.128676953832041, 2.122677930680655]",0.995,5,0.05,0.3222,0.3038,2.0993541125064428,2.122677930680655,0.048762437656093754,0.8
0,50,"[0.1842, 0.1829, 0.1824, 0.2046, 0.2264]","[0.1719, 0.1724, 0.1706, 0.1927, 0.2131]","[2.8275321313197996, 2.6318916112526463, 2.4769738911736456, 2.365385217289335, 2.288915947176092]","[2.8280510167186614, 2.6338382096869384, 2.4823639004030724, 2.3744310349158813, 2.3006880540167227]",0.995,5,0.05,0.2264,0.2131,2.288915947176092,2.3006880540167227,0.00975248753121875,0.8
0,50,"[0.1465, 0.1948, 0.1912, 0.1941, 0.1954]","[0.1445, 0.1819, 0.1808, 0.1823, 0.186]","[2.9440450990428904, 2.8216715122379226, 2.717721313140684, 2.6254074612588334, 2.541541568893917]","[2.9442206349855597, 2.8223108014990315, 2.719053548990027, 2.627930225608037, 2.545883154917367]",0.995,5,0.05,0.1954,0.186,2.541541568893917,2.545883154917367,0.004876243765609375,0.8
0,50,"[0.1199, 0.1392, 0.1537, 0.1628, 0.1706]","[0.1249, 0.1423, 0.1556, 0.1634, 0.1703]","[3.0420645141241636, 3.0125257423338048, 2.984288831315027, 2.957263477482959, 2.931385918466197]","[3.041978337455781, 3.0124958712156746, 2.9843157113958814, 2.9573452717879416, 2.931525607379754]",0.995,5,0.05,0.1706,0.1703,2.931385918466197,2.931525607379754,0.000975248753121875,0.8
0,50,"[0.2231, 0.2348, 0.2382, 0.209, 0.1967]","[0.2089, 0.2287, 0.2313, 0.204, 0.1848]","[2.2343051921357895, 2.2145208609408837, 2.221232365329473, 2.2383897917794426, 2.231636144495583]","[2.250241649436823, 2.2254758996292003, 2.2345790026591783, 2.246183396606476, 2.246256977377647]",0.995,5,0.1,0.1967,0.1848,2.231636144495583,2.246256977377647,0.48762437656093754,0.8
0,50,"[0.2252, 0.2393, 0.2308, 0.234, 0.2505]","[0.2209, 0.2312, 0.2282, 0.2297, 0.2358]","[2.228720064473137, 2.205218900155172, 2.203178492337833, 2.2030184242982322, 2.1973368920350826]","[2.238423496356493, 2.2172762556797716, 2.2130725681038523, 2.216052422302388, 2.208544292571922]",0.995,5,0.1,0.2505,0.2358,2.1973368920350826,2.208544292571922,0.24381218828046877,0.8
0,50,"[0.2289, 0.2495, 0.2443, 0.2466, 0.2518]","[0.2175, 0.2354, 0.231, 0.2364, 0.2372]","[2.232472725026604, 2.2141877528980456, 2.206718166802566, 2.2005549128665054, 2.193096720191022]","[2.243792221583279, 2.2276055342716656, 2.218130733175484, 2.212853654496576, 2.2058072444892067]",0.995,5,0.1,0.2518,0.2372,2.193096720191022,2.2058072444892067,0.09752487531218751,0.8
0,50,"[0.175, 0.2256, 0.2442, 0.2491, 0.2457]","[0.1679, 0.2121, 0.2341, 0.2355, 0.2307]","[2.2710625730208034, 2.227670367827384, 2.2188431319819473, 2.2125781991145645, 2.2048939059602413]","[2.2773427518304588, 2.2395348042318597, 2.230721577583429, 2.2252630519889363, 2.217917880018636]",0.995,5,0.1,0.2457,0.2307,2.2048939059602413,2.217917880018636,0.048762437656093754,0.8
0,50,"[0.1833, 0.1843, 0.1922, 0.1834, 0.1942]","[0.1727, 0.1708, 0.1831, 0.175, 0.185]","[3.0288517332013556, 2.6089206814220516, 2.4156134662195274, 2.32172528063193, 2.27572601431441]","[3.02933268487029, 2.6101779824030156, 2.4184136013373405, 2.3264733214441113, 2.2821736498360257]",0.995,5,0.1,0.1942,0.185,2.27572601431441,2.2821736498360257,0.00975248753121875,0.8
0,50,"[0.1338, 0.1736, 0.1785, 0.174, 0.1722]","[0.1248, 0.1628, 0.17, 0.1678, 0.162]","[3.363860596554021, 3.0060389435442105, 2.767604230905948, 2.6067623285903476, 2.495668480235503]","[3.364142298165076, 3.0065909438071112, 2.768529045671171, 2.6081990327101683, 2.497890434236829]",0.995,5,0.1,0.1722,0.162,2.495668480235503,2.497890434236829,0.004876243765609375,0.8
0,50,"[0.1093, 0.1396, 0.159, 0.1716, 0.1797]","[0.108, 0.1314, 0.1478, 0.1615, 0.1722]","[3.7430817747231906, 3.6317228683340055, 3.529465027370254, 3.4355204904681518, 3.349146735035477]","[3.7430929581166303, 3.631789557460614, 3.5295836852564197, 3.435684509930079, 3.3493530461825802]",0.995,5,0.1,0.1797,0.1722,3.349146735035477,3.3493530461825802,0.000975248753121875,0.8
0,50,"[0.159, 0.1685, 0.1495, 0.1604, 0.1695]","[0.1523, 0.1622, 0.1447, 0.1556, 0.1629]","[2.299313266005327, 2.29080856272845, 2.286475992972648, 2.30489979747456, 2.3161059783891296]","[2.3020588625055405, 2.2942138684367372, 2.292715665290573, 2.3099533380778263, 2.321220004674936]",0.995,5,0.25,0.1695,0.1629,2.3161059783891296,2.321220004674936,0.48762437656093754,0.8
0,50,"[0.1642, 0.1642, 0.175, 0.1707, 0.1804]","[0.16, 0.158, 0.1671, 0.1615, 0.1715]","[2.2970829821030594, 2.2902786586524067, 2.2896428445642485, 2.2843889945355684, 2.2834575716911933]","[2.2982841379720265, 2.293211784336307, 2.2934766799579203, 2.2888254526118335, 2.2862047685641085]",0.995,5,0.25,0.1804,0.1715,2.2834575716911933,2.2862047685641085,0.24381218828046877,0.8
0,50,"[0.1486, 0.1699, 0.1673, 0.1686, 0.1726]","[0.1406, 0.1658, 0.1627, 0.1627, 0.167]","[2.3005838563893564, 2.2966353976734197, 2.292622915746688, 2.287986468146923, 2.2858635862965313]","[2.30195088000398, 2.298590348752317, 2.2949627470120624, 2.291154732480311, 2.28869940749147]",0.995,5,0.25,0.1726,0.167,2.2858635862965313,2.28869940749147,0.09752487531218751,0.8
0,50,"[0.1025, 0.1428, 0.1683, 0.1671, 0.1671]","[0.0987, 0.1382, 0.161, 0.1619, 0.1625]","[2.3018630337863195, 2.300119883254368, 2.2979468889587253, 2.295863082891892, 2.2935045853516396]","[2.3024600998155065, 2.301396942099444, 2.299785752724754, 2.2976233781107314, 2.295681680350265]",0.995,5,0.25,0.1671,0.1625,2.2935045853516396,2.295681680350265,0.048762437656093754,0.8
0,50,"[0.1634, 0.1609, 0.1588, 0.1615, 0.164]","[0.1554, 0.155, 0.1528, 0.1551, 0.1573]","[2.822167955098968, 2.355219868953548, 2.3075638006087127, 2.3025036946963917, 2.301820920281366]","[2.822437121244903, 2.3555754977258925, 2.307997123019564, 2.3030379693684266, 2.302427948544882]",0.995,5,0.25,0.164,0.1573,2.301820920281366,2.302427948544882,0.00975248753121875,0.8
0,50,"[0.1447, 0.1641, 0.148, 0.1485, 0.1598]","[0.1409, 0.1495, 0.1411, 0.1433, 0.1533]","[3.8052185364780318, 2.8237576671625684, 2.484303667593399, 2.3661449021568157, 2.3247402527735104]","[3.8053855839928463, 2.8240159243457397, 2.4846013139381773, 2.366487893780585, 2.3251233506856543]",0.995,5,0.25,0.1598,0.1533,2.3247402527735104,2.3251233506856543,0.004876243765609375,0.8
0,50,"[0.0975, 0.1013, 0.1046, 0.1049, 0.1054]","[0.0976, 0.0993, 0.1011, 0.1031, 0.1056]","[5.508562814789017, 4.923403382026029, 4.4472866709434316, 4.059481665081581, 3.7432726580545417]","[5.508634895756861, 4.923498984124564, 4.447397373482808, 4.059608719846683, 3.7434141904896476]",0.995,5,0.25,0.1054,0.1056,3.7432726580545417,3.7434141904896476,0.000975248753121875,0.8
0,50,"[0.0999, 0.0981, 0.0974, 0.0999, 0.1016]","[0.101, 0.0985, 0.1007, 0.101, 0.0995]","[2.303813527471098, 2.3035046562239088, 2.3042631732260945, 2.304749934491261, 2.304687481810302]","[2.3037193551462543, 2.303544871707486, 2.3047818985799475, 2.304353534359552, 2.3059377887084733]",0.995,5,0.5,0.1016,0.0995,2.304687481810302,2.3059377887084733,0.48762437656093754,0.8
0,50,"[0.0999, 0.1025, 0.1016, 0.1005, 0.103]","[0.101, 0.0987, 0.0995, 0.0984, 0.1008]","[2.3037297766879816, 2.302757466040468, 2.3025163735421454, 2.302620358607665, 2.3028395959936017]","[2.3042561324823447, 2.303421177002003, 2.303505850157615, 2.3035541159326507, 2.3039250413771155]",0.995,5,0.5,0.103,0.1008,2.3028395959936017,2.3039250413771155,0.24381218828046877,0.8
0,50,"[0.1032, 0.1025, 0.1032, 0.1025, 0.1032]","[0.101, 0.0987, 0.101, 0.0987, 0.101]","[2.303298927694534, 2.302237945100386, 2.302278892341808, 2.3022603178747714, 2.3023911983354926]","[2.3039711288247418, 2.30295756594964, 2.303109554845699, 2.303096673915086, 2.302935547907952]",0.995,5,0.5,0.1032,0.101,2.3023911983354926,2.302935547907952,0.09752487531218751,0.8
0,50,"[0.1032, 0.1032, 0.1032, 0.1025, 0.1032]","[0.101, 0.101, 0.101, 0.0987, 0.101]","[2.302246148270214, 2.3021974951724093, 2.302199129062718, 2.302208569463766, 2.302198948759068]","[2.3027444543129283, 2.3028663171571635, 2.3028782307417983, 2.302919375981833, 2.3028560947395342]",0.995,5,0.5,0.1032,0.101,2.302198948759068,2.3028560947395342,0.048762437656093754,0.8
0,50,"[0.1032, 0.1032, 0.1032, 0.1032, 0.1032]","[0.101, 0.101, 0.101, 0.101, 0.101]","[2.369053224534404, 2.3026051504659715, 2.302349600475082, 2.3022885508036697, 2.302265696234078]","[2.3690939837642153, 2.302769130089105, 2.3026092149668678, 2.3026424735028552, 2.302663601668009]",0.995,5,0.5,0.1032,0.101,2.302265696234078,2.302663601668009,0.00975248753121875,0.8
0,50,"[0.1025, 0.1025, 0.1025, 0.1025, 0.1025]","[0.0987, 0.0987, 0.0987, 0.0987, 0.0987]","[3.3438948329972313, 2.408743882239572, 2.3135110592584884, 2.3036127541893157, 2.3025319281584498]","[3.3440198340882863, 2.4088887821946163, 2.3137027830966748, 2.303847151436801, 2.3028014372105057]",0.995,5,0.5,0.1025,0.0987,2.3025319281584498,2.3028014372105057,0.004876243765609375,0.8
0,50,"[0.1042, 0.1, 0.0999, 0.0999, 0.0999]","[0.1034, 0.1013, 0.101, 0.101, 0.101]","[7.626369090782026, 5.844154790964581, 4.663561246555815, 3.87985381483149, 3.358504225288718]","[7.626221658518681, 5.84404082544118, 4.663463775701699, 3.8797700028144577, 3.3584334839310155]",0.995,5,0.5,0.0999,0.101,3.358504225288718,3.3584334839310155,0.000975248753121875,0.8
