,N_hidden,a_train,a_val,c_train,c_val,decay rate,epochs,last_a_train,last_a_val,last_c_train,last_c_val,learning rate,momentum
0,50,"[0.1431, 0.1715, 0.1815, 0.1837, 0.1909]","[0.1394, 0.1617, 0.1722, 0.1757, 0.1791]","[2.2983133958368565, 2.2906302142298722, 2.274225276895187, 2.244576568048016, 2.205785803254344]","[2.2986309873339565, 2.291518815794508, 2.2762140456265842, 2.248618676351363, 2.2127444197733803]",0.995,5,0.1909,0.1791,2.205785803254344,2.2127444197733803,0.004876243765609375,0.8
0,50,"[0.0983, 0.1186, 0.1336, 0.1451, 0.1568]","[0.0951, 0.1129, 0.1268, 0.1364, 0.1443]","[2.302160257981236, 2.3012947494964324, 2.3003804841573214, 2.299401064983418, 2.298304892855172]","[2.302268564641443, 2.3014717100084843, 2.3006279501801705, 2.2997236033865964, 2.298707950292624]",0.995,5,0.1568,0.1443,2.298304892855172,2.298707950292624,0.000975248753121875,0.8
0,50,"[0.3585, 0.4035, 0.4497, 0.4707, 0.5018]","[0.329, 0.3534, 0.3754, 0.3962, 0.3904]","[1.7898457084377442, 1.674744163488823, 1.562671170961617, 1.5272685623457718, 1.4068296521887365]","[1.870960128122208, 1.8489072667367636, 1.7954792182851034, 1.8310892828491727, 1.7841010418921992]",0.995,5,0.5018,0.3904,1.4068296521887365,1.7841010418921992,0.48762437656093754,0.8
0,50,"[0.3632, 0.4257, 0.4715, 0.4954, 0.5319]","[0.3435, 0.3837, 0.4061, 0.4062, 0.422]","[1.763233359226033, 1.6115752384416602, 1.4982276896689803, 1.4126151084653689, 1.3217016705188467]","[1.8184839660882128, 1.7383200826802836, 1.7000315518215656, 1.6909962523443527, 1.672815237822063]",0.995,5,0.5319,0.422,1.3217016705188467,1.672815237822063,0.24381218828046877,0.8
0,50,"[0.2934, 0.3786, 0.4138, 0.4468, 0.4809]","[0.279, 0.3592, 0.3758, 0.4075, 0.4212]","[1.9450595942203952, 1.740223328427101, 1.6364448458022631, 1.5480690483538848, 1.4788692954190368]","[1.9739120659890979, 1.7936541641797767, 1.7378996734767989, 1.6814780928015083, 1.6497720396462774]",0.995,5,0.4809,0.4212,1.4788692954190368,1.6497720396462774,0.09752487531218751,0.8
0,50,"[0.2289, 0.327, 0.3716, 0.3935, 0.4209]","[0.2169, 0.3095, 0.3533, 0.3732, 0.387]","[2.1103376326665484, 1.8959160624961033, 1.775174907190981, 1.7018508919562074, 1.6366182541114926]","[2.1255997618285942, 1.9263312329555384, 1.8194863540877944, 1.766304787421034, 1.726656678747711]",0.995,5,0.4209,0.387,1.6366182541114926,1.726656678747711,0.048762437656093754,0.8
0,50,"[0.2035, 0.195, 0.2022, 0.2345, 0.2549]","[0.197, 0.188, 0.193, 0.221, 0.2398]","[2.291531216145663, 2.2482691920916538, 2.1688795359420636, 2.102280820802458, 2.047651834291553]","[2.2924251550720567, 2.2522437772233994, 2.1792063619537947, 2.1175853933525555, 2.066854334310072]",0.995,5,0.2549,0.2398,2.047651834291553,2.066854334310072,0.00975248753121875,0.8
0,50,"[0.1845, 0.1867, 0.1789, 0.1786, 0.1877]","[0.1701, 0.1724, 0.1686, 0.1698, 0.1772]","[2.2976171807105965, 2.289135463262342, 2.27135160197035, 2.239087828769072, 2.197742923141902]","[2.2982243149114927, 2.2903396474942945, 2.273779619312756, 2.243787222459404, 2.205751827080655]",0.995,5,0.1877,0.1772,2.197742923141902,2.205751827080655,0.004876243765609375,0.8
0,50,"[0.1209, 0.1338, 0.145, 0.1549, 0.1619]","[0.1147, 0.1305, 0.1389, 0.1472, 0.1532]","[2.301742584643854, 2.3009625181819326, 2.3001307871280834, 2.29923679687394, 2.2982314359371974]","[2.301950145346386, 2.301232418553719, 2.3004677401338953, 2.299642166919515, 2.298711569432751]",0.995,5,0.1619,0.1532,2.2982314359371974,2.298711569432751,0.000975248753121875,0.8
0,50,"[0.3679, 0.3976, 0.4346, 0.4861, 0.5212]","[0.3383, 0.3499, 0.3634, 0.391, 0.4047]","[1.7733969104135743, 1.6991502602378605, 1.5721519849208574, 1.4441310768944342, 1.3781176304300704]","[1.8836790772955083, 1.8579188549074628, 1.8259355067656091, 1.7662791320814146, 1.7814631008546788]",0.995,5,0.5212,0.4047,1.3781176304300704,1.7814631008546788,0.48762437656093754,0.8
0,50,"[0.3689, 0.4382, 0.461, 0.5093, 0.4883]","[0.3427, 0.3959, 0.3968, 0.4158, 0.3944]","[1.7663588613429897, 1.5803704494186566, 1.5061336495647017, 1.3921428075233744, 1.406890309152242]","[1.82694091770773, 1.7062338015925165, 1.7055834848103333, 1.6800271620563814, 1.7478991548288176]",0.995,5,0.4883,0.3944,1.406890309152242,1.7478991548288176,0.24381218828046877,0.8
0,50,"[0.3042, 0.3797, 0.4242, 0.4542, 0.4831]","[0.2857, 0.3529, 0.3853, 0.4033, 0.4182]","[1.9418348160458228, 1.740223477582756, 1.6214147920429627, 1.5392170851339277, 1.472021138287475]","[1.9728852710372642, 1.800785983015893, 1.7289825160001824, 1.6836787740968842, 1.65500136850313]",0.995,5,0.4831,0.4182,1.472021138287475,1.65500136850313,0.09752487531218751,0.8
0,50,"[0.2299, 0.3089, 0.3664, 0.3976, 0.4198]","[0.2188, 0.2959, 0.3509, 0.3729, 0.3841]","[2.101552317078439, 1.9088550001858362, 1.7901987473413243, 1.7057149662294349, 1.6428492720225805]","[2.119323706477216, 1.939302721561157, 1.8355524258618294, 1.7670491356163842, 1.7246410791504203]",0.995,5,0.4198,0.3841,1.6428492720225805,1.7246410791504203,0.048762437656093754,0.8
0,50,"[0.1946, 0.1953, 0.1908, 0.2345, 0.2518]","[0.1873, 0.1873, 0.177, 0.2216, 0.2415]","[2.29398046699286, 2.2614887818972416, 2.185632767187089, 2.1148246943907254, 2.0529308598905978]","[2.2944688712865298, 2.2644297501498865, 2.195339185977278, 2.130264629591175, 2.072518864095701]",0.995,5,0.2518,0.2415,2.0529308598905978,2.072518864095701,0.00975248753121875,0.8
0,50,"[0.1318, 0.1652, 0.1778, 0.1787, 0.187]","[0.1285, 0.159, 0.1685, 0.1698, 0.1772]","[2.299523739053817, 2.2933899569650333, 2.280353335926977, 2.2542637694518226, 2.2153599892476206]","[2.30004313908358, 2.2943696354450016, 2.282287516284696, 2.258120071972314, 2.2222401097691984]",0.995,5,0.187,0.1772,2.2153599892476206,2.2222401097691984,0.004876243765609375,0.8
0,50,"[0.1157, 0.1341, 0.1477, 0.159, 0.1704]","[0.12, 0.1299, 0.1433, 0.1518, 0.161]","[2.302065430687289, 2.3011696987543475, 2.3002586171094324, 2.29927135711959, 2.298195480143723]","[2.3022731043249993, 2.3014466095237838, 2.300600681434642, 2.299686245432732, 2.2986835533724252]",0.995,5,0.1704,0.161,2.298195480143723,2.2986835533724252,0.000975248753121875,0.8
0,50,"[0.3419, 0.1748]","[0.3197, 0.1724]","[1.852111990223397, 7.00681571277328]","[1.9287150780739102, 7.291972987690542]",0.995,5,0.1748,0.1724,7.00681571277328,7.291972987690542,0.4950125,0.8
0,50,"[0.3681, 0.4111, 0.4754, 0.5023, 0.5311]","[0.3475, 0.3697, 0.403, 0.4158, 0.4317]","[1.7664704579885278, 1.6378374361400385, 1.484793929366479, 1.4096823399590055, 1.3341326905220507]","[1.8168519440561834, 1.768609848936949, 1.679990865337187, 1.6918503869432622, 1.675519991796432]",0.995,5,0.5311,0.4317,1.3341326905220507,1.675519991796432,0.24381218828046877,0.8
0,50,"[0.2918, 0.3801, 0.4242, 0.4538, 0.4828]","[0.2767, 0.3517, 0.3884, 0.4036, 0.4185]","[1.9480763942221442, 1.7390158649506917, 1.6220376339563412, 1.5504641803773933, 1.4625632180367372]","[1.9743082229743802, 1.7983765826105504, 1.7185466333798889, 1.6945652801042363, 1.6541454187936582]",0.995,5,0.4828,0.4185,1.4625632180367372,1.6541454187936582,0.09752487531218751,0.8
0,50,"[0.2237, 0.3253, 0.3702, 0.3882, 0.4183]","[0.2132, 0.3044, 0.3493, 0.3681, 0.3874]","[2.0940825259006304, 1.902591917821232, 1.7852471532341645, 1.7014215300078708, 1.6363973566813976]","[2.1123556430358796, 1.9329834702879096, 1.8301388514017398, 1.769770166903189, 1.7277704492873482]",0.995,5,0.4183,0.3874,1.6363973566813976,1.7277704492873482,0.048762437656093754,0.8
0,50,"[0.1966, 0.2025, 0.2043, 0.2331, 0.2535]","[0.1906, 0.1929, 0.1974, 0.2247, 0.2423]","[2.292546187713847, 2.251598007677595, 2.1671364130519835, 2.094117238946561, 2.036901639119386]","[2.2932626700961483, 2.2548875521938143, 2.1771909011912394, 2.1102495304750235, 2.057488717614522]",0.995,5,0.2535,0.2423,2.036901639119386,2.057488717614522,0.00975248753121875,0.8
0,50,"[0.1714, 0.1893, 0.1941, 0.1964, 0.1978]","[0.1652, 0.1809, 0.1844, 0.1871, 0.1882]","[2.2992730451171473, 2.2921718896992913, 2.2771094012276962, 2.247433775788927, 2.2043518540542686]","[2.2996895381503055, 2.2931022533642325, 2.2790328575920715, 2.2513016661060874, 2.2114114033051377]",0.995,5,0.1978,0.1882,2.2043518540542686,2.2114114033051377,0.004876243765609375,0.8
0,50,"[0.1685, 0.1801, 0.1866, 0.1896, 0.193]","[0.1571, 0.1693, 0.1762, 0.1784, 0.1808]","[2.3017998147579624, 2.3008808926819264, 2.2999325405602966, 2.2989169095175397, 2.297799962447335]","[2.3020629291207433, 2.3012171087897246, 2.3003437177420745, 2.299407579986662, 2.298375492187601]",0.995,5,0.193,0.1808,2.297799962447335,2.298375492187601,0.000975248753121875,0.8
